,tweet_author,tweet_text
2352,lymphomaaction,an update in last month s  thelancethaem highlighted a possible new treatment for people with waldenstr m s macroglobulinaemia called acalabrutinib which has the potential to cause fewer side effects than ibrutinib  read more  https   t co hg tycteko  wmukinfo  bloodcancer  lymsm
2353,early phase clinical trials unit  oxford,accept trial  acalabrutinib   rchop in  l dlbcl phi ii  has finished recruiting    tussle between southampton  amp  oxford who would be top recruiter  ston beat us by        good oxford effort    great study   looking forward to results     lymsm  southamptonctu  ouh research https   t co owzktyrgnm
2354,aonn ,real world study defines acalabrutinib users https   t co  yofa lv   https   t co qemtoxkeot
2355,braeden lichti,fda nod for calquence in cll  via phramatimes  https   t co  b qglizjs
2356,the lynx group,responses to acalabrutinib monotherapy in relapsed refractory cll are durable https   t co ugsznm en 
2357,oncology tube,phase iii elevate tn trial  ash    ash  theusonetwork  jeff sharman  md of  theusonetwork discusses the phase iii elevate tn trial          read here  https   t co ga xrnnbyv https   t co cygljs jaj https   t co by j vrvzd
2358,leukaemia care,today  we re featuring another video from the american society of hematology  ash       conference   here  dr george follows describes how the elevate clinical trial  presented at ash  shows that acalabrutinib is an effective treatment option for cll patients https   t co kfxiwyrqxi
2359,treximo, with over        new cases anticipated this year in the u s  alone  today s approval of calquence provides new hope for patients with one of the most common types of adult leukemia   https   t co ehzkjcbeqz
2360,medivizor,evaluating acalabrutinib plus obinutuzumab in patients with chronic lymphocytic leukemia https   t co nzsx j yx  via  medivizor  leukemia
2361,medivizor,evaluating acalabrutinib plus obinutuzumab in patients with chronic lymphocytic leu    from  medivizor  https   t co nzsx j yx   leukemia
2362,medivizor,check out  evaluating acalabrutinib plus obinutuzumab in patients with chronic lympho    https   t co nzsx j yx  via  medivizor  leukemia
2363,medivizor,new by  medivizor  evaluating acalabrutinib plus obinutuzumab in patients with chronic lymphocytic l    https   t co nzsx j yx   leukemia
2364,medivizor,evaluating acalabrutinib plus obinutuzumab in patients with chronic lymphocytic leu     via  medivizor  https   t co nzsx j yx   leukemia
2365,medivizor,new  evaluating acalabrutinib plus obinutuzumab in patients with chronic lymphocytic     https   t co nzsx j yx  via  medivizor  leukemia
2366,lia palomba,acalabrutinib monotherapy in patients with waldenstr m macroglobulinemia  a single arm  multicentre  phase   study   the lancet haematology https   t co   byinvpx 
2367,oncology tube,calquence significantly prolonged the time patients lived without disease progression or death in previously untreated chronic lymphocytic leukemia  full results from phase iii elevate tn trial showed     of patients on calquence combined with  https   t co estk bfowy https   t co wzenhst xj
2368,quiet flows the dan,calquence  get the fuck outta here  pay me to come up with names   here s a freebie  it s for leukemia  okay  i ve got it  lukanol  lu ka nol  https   t co  nyjkvm dm
2369,acir org,antitumor potency of an anti cd   chimeric antigen receptor t cell therapy  lisocabtagene maraleucel in combination with ibrutinib or acalabrutinib  celgene originally published in journal of immunotherapy https   t co wf  zckamc read our digest   gt  https   t co kwooh jg d https   t co  dahodjiya
2370,ash clinical news,the  us fda granted a supplemental approval to acalabrutinib for the treatment of adults with chronic lymphocytic  leukemia   cll  or small lymphocytic  lymphoma   sll  https   t co o o mogrvt
2371,mauricio ambriz,en macroglobulinemia de waldenstr m  monoterapia con acalabrutinib es activa  con un perfil de seguridad manejable en pacientes sin tratamiento previo  reca da o enfermedad refractaria   lancet haematol       doi  https   t co wbvwcmzqyd https   t co qf njgrggq
2372,molecularmatch,fda approved calquence as initial or subsequent therapy for adults with chronic lymphocytic leukemia or small lymphocytic lymphoma  https   t co getwpqvf  
2373,naturerevclinoncol,in a phase ib ii study of acalabrutinib plus obinutuzumab in patients with cll  orrs were     and          and    crs  in treatment na ve and r r disease  respectively  at    months  pfs was     and          of pts had  grade    toxicities  https   t co j  qteh nd  leusm  hemeonc
2374,the james,an  ohiostate developed treatment is improving quality of life for some  leukemia patients by reducing side effects  learn more about acalabrutinib  recently approved for the treatment of  cll and other blood cancers 
2375,toby eyre, acalabrutinib in  wm high orr in  l and r r pts median time to best response short     m    m pfs     in r r pts  highly active and well tolerated great uk presence on the authorship    well done  ouh research and  drjamkothari for contribution  lymsm  lymphoma https   t co ke  hwo tj
2376,graham collins,great results of a acalabrutinib in wm  mainly relapsed   roger owen first author          orr rate         of rel ref pts came off during study   only    g    af   most common g    aes neutropenia  amp  pneumonia  lymsm https   t co qwgl nbnvo
2377,uk chronic lymphocytic leukaemia  cll  forum,the uk cll forum paper of the month   acalabrutinib in  cll  here are some thoughts from the forum    https   t co noia grfuj   cll  blooducation https   t co  ezvz mboj
2378,lysa lymphoma, st study of acalabrutinib in     pts with waldenstr m macroglobulinemia with     orr in treatment na ve and r r patients      of    treatment naive patients and    of    r r pts discontinued treatment on study  lysalymphoma contributed to study enrollment https   t co r  hw nifi
2379,              ,   cll btk   acalabrutinib                  pfs     https   t co q u re  gi
2380,targeted oncology,dr  leslie discussed toxicities and outcomes observed in patients with chronic lymphocytic leukemia treated with acalabrutinib in real word clinics  https   t co xlxyqz  zy  leusm
2381,sujeet kumar, nd gen btk inhibitors acalabrutinib and zanubrutinib have been reported to have lower bleeding rates compared with ibrutinib in clinical trials  this finding suggests that off target effects of ibrutinib may contribute to bleeding 
2382,brian mattys,  jeff sharman  discussed results of phase iii elevate tn study of acalabrutinib  calquence  combined w  obinutuzumab  gazyva   compared w  acalabrutinib alone or obinutuzumab   chlorambucil  leukeran   wvcancer  ash   https   t co g anfcmhci
2383,naturerevclinoncol,in an update analysis of a phase ii trial of acalabrutinib for patients with r r cll  the orr was     and the median dor and pfs were not been reached  the estimated    month pfs was      https   t co stgauyf b   leusm  hemeonc
2384,paperbirds hematology,new article  acalabrutinib plus obinutuzumab in treatment naive and relapsed refractory chronic lymphocytic leukemia  https   t co fltommlsum  cll  leusm  hematology
2385,cancer discovery,recently published  acalabrutinib plus obinutuzumab in treatment na ve and relapsed refractory chronic lymphocytic  leukemia   ohiostate   cll  clinicaltrial https   t co  xjuf xrjy https   t co ywe nmz v 
2386,journal le soir,une perc e contre le type de leuc mie le plus r pandu   astrazeneca canada a annonc  aujourd hui que  sant  canada avait homologu  l utilisation orale de calquence   ac      https   t co efla ufww     actualit s https   t co pj ntahylw
2387,cancer discovery,recently published  acalabrutinib plus obinutuzumab in treatment na ve and relapsed refractory chronic lymphocytic  leukemia  ohiostate  cll  clinicaltrial https   t co  acf n v f https   t co qzensbfbg 
2388,the asco post,in the clinic  acalabrutinib for adult patients with chronic lymphocytic leukemia or small lymphocytic lymphoma https   t co ujofswmufe  lymsm  leusm  hematology
2389,naturerevclinoncol,preclinical studies indicate that anti cd   car t cell function is improved by treatment with the bruton tyrosine kinase inhibitors ibrutinib or acalabrutinib  owing to skewing toward a memory like  type   t helper cell phenotype  https   t co drbfg c qw  immunoonc  hemeonc
2390,targeted oncology,dr  leslie discussed toxicities and outcomes observed in patients with chronic lymphocytic leukemia treated with acalabrutinib in real word clinics  https   t co xlxyqz  zy  leusm
2391,patty watkins,https   t co zjhjcnhluq 
2392,chimeric antigen receptor t cell  car t ,antitumor potency of an anti cd    car t chimeric antigen receptor t cell therapy  lisocabtagene maraleucel in combination with ibrutinib or acalabrutinib https   t co   scgbdssc
2393,onclive soss,although the fixed duration of venetoclax and obinutuzumab is efficacious  the data with ibrutinib and acalabrutinib appear more robust in select patients with newly diagnosed cll  says jennifer woyach  md  of  osuccc james https   t co oai zioppe
2394,carlo franzini,leucemia linfatica cronica  maggiore efficacia di calquence in monoterapia rispetto alla chemioimmunoterapia standard https   t co apbg eeynl
2395, memory,antitumor potency of an anti cd   chimeric antigen receptor t cell therapy  lisocabtagene maraleucel in combination with ibrutinib or acalabrutinib  https   t co  uys zuw    pubmed  memory
2396,lymphoma papers,antitumor potency of an anti cd   chimeric antigen receptor t cell therapy  lisocabtagene maraleucel in combination with ibrutinib or acalabrutinib   lymphoma  lymsm https   t co qji wmgbnu
2397,cancernetwork   home of the journal oncology , icymi  acalabrutinib alone and in combination with obinutuzumab significantly improved progression free survival  compared with obinutuzumab plus chlorambucil in treatment na ve patients with chronic lymphocytic leukemia  https   t co f zyare ia https   t co nw trsjnbl
